Fc3_KU7+PEG_CTH [0.078]_X	Fc3_KU7+PEG_CTH [0.078]_Y	Fc3_KU7+PEG_CTH [0.156]_X	Fc3_KU7+PEG_CTH [0.156]_Y	Fc3_KU7+PEG_CTH [0.313]_X	Fc3_KU7+PEG_CTH [0.313]_Y	Fc3_KU7+PEG_CTH [0.625]_X	Fc3_KU7+PEG_CTH [0.625]_Y	Fc3_KU7+PEG_CTH [1.25]_X	Fc3_KU7+PEG_CTH [1.25]_Y	Fc3_KU7+PEG_CTH [2.5]_X	Fc3_KU7+PEG_CTH [2.5]_Y	Fc3_KU7+PEG_CTH [5]_X	Fc3_KU7+PEG_CTH [5]_Y	Fc3_KU7+PEG_CTH [10]_X	Fc3_KU7+PEG_CTH [10]_Y	Fc3_KU7+PEG_CTH [20]_X	Fc3_KU7+PEG_CTH [20]_Y	Fc3_KU7+PEG_CTH [40]_X	Fc3_KU7+PEG_CTH [40]_Y	Fc3_KU7+PEG_CTH [80]_X	Fc3_KU7+PEG_CTH [80]_Y	Fc3_KU7+PEG_CTH [160]_X	Fc3_KU7+PEG_CTH [160]_Y
348.5	114.955	348.5	151.342	348.5	202.197	348.5	259.484	348.5	382.633	348.5	493.627	348.5	669.936	348.5	703.246	348.5	717.637	348.5	733.5	348.5	756.482	348.5	797.15
348.6	114.955	348.6	151.342	348.6	202.188	348.6	259.475	348.6	382.623	348.6	493.617	348.6	669.926	348.6	703.225	348.6	717.627	348.6	733.469	348.6	756.461	348.6	797.129
348.7	114.955	348.7	151.332	348.7	202.178	348.7	259.475	348.7	382.613	348.7	493.607	348.7	669.914	348.7	703.215	348.7	717.607	348.7	733.449	348.7	756.432	348.7	797.1
348.8	114.955	348.8	151.322	348.8	202.178	348.8	259.455	348.8	382.604	348.8	493.598	348.8	669.904	348.8	703.205	348.8	717.598	348.8	733.43	348.8	756.412	348.8	797.08
348.9	114.934	348.9	151.291	348.9	202.154	348.9	259.424	348.9	382.58	348.9	493.574	348.9	669.873	348.9	703.174	348.9	717.564	348.9	733.408	348.9	756.379	348.9	797.049
349	114.924	349	151.291	349	202.145	349	259.412	349	382.57	349	493.564	349	669.854	349	703.154	349	717.555	349	733.377	349	756.359	349	797.027
349.1	114.924	349.1	151.281	349.1	202.135	349.1	259.412	349.1	382.561	349.1	493.555	349.1	669.844	349.1	703.145	349.1	717.535	349.1	733.357	349.1	756.34	349.1	796.988
349.2	114.914	349.2	151.26	349.2	202.105	349.2	259.393	349.2	382.541	349.2	493.535	349.2	669.834	349.2	703.123	349.2	717.506	349.2	733.328	349.2	756.311	349.2	796.969
349.3	114.914	349.3	151.26	349.3	202.105	349.3	259.393	349.3	382.531	349.3	493.516	349.3	669.824	349.3	703.123	349.3	717.496	349.3	733.318	349.3	756.311	349.3	796.947
349.4	114.914	349.4	151.26	349.4	202.096	349.4	259.383	349.4	382.521	349.4	493.506	349.4	669.813	349.4	703.113	349.4	717.475	349.4	733.297	349.4	756.299	349.4	796.928
349.5	114.883	349.5	151.23	349.5	202.086	349.5	259.363	349.5	382.502	349.5	493.486	349.5	669.783	349.5	703.084	349.5	717.455	349.5	733.277	349.5	756.26	349.5	796.889
349.6	114.883	349.6	151.23	349.6	202.076	349.6	259.363	349.6	382.502	349.6	493.475	349.6	669.773	349.6	703.074	349.6	717.436	349.6	733.258	349.6	756.25	349.6	796.869
349.7	114.883	349.7	151.23	349.7	202.066	349.7	259.363	349.7	382.492	349.7	493.465	349.7	669.773	349.7	703.055	349.7	717.426	349.7	733.238	349.7	756.23	349.7	796.828
349.8	114.873	349.8	151.221	349.8	202.064	349.8	259.354	349.8	382.471	349.8	493.445	349.8	669.764	349.8	703.045	349.8	717.406	349.8	733.219	349.8	756.209	349.8	796.809
349.9	114.863	349.9	151.201	349.9	202.045	349.9	259.322	349.9	382.451	349.9	493.426	349.9	669.744	349.9	703.014	349.9	717.377	349.9	733.188	349.9	756.18	349.9	796.779
350	114.844	350	151.191	350	202.025	350	259.303	350	382.432	350	493.406	350	669.725	350	702.994	350	717.346	350	733.148	350	756.16	350	796.738
350.1	114.824	350.1	151.172	350.1	202.006	350.1	259.281	350.1	382.412	350.1	493.387	350.1	669.705	350.1	702.955	350.1	717.316	350.1	733.119	350.1	756.131	350.1	796.699
350.2	114.824	350.2	151.172	350.2	201.996	350.2	259.271	350.2	382.402	350.2	493.367	350.2	669.684	350.2	702.955	350.2	717.307	350.2	733.098	350.2	756.109	350.2	796.67
350.3	114.805	350.3	151.162	350.3	201.986	350.3	259.252	350.3	382.383	350.3	493.367	350.3	669.664	350.3	702.926	350.3	717.277	350.3	733.078	350.3	756.08	350.3	796.629
350.4	114.805	350.4	151.152	350.4	201.967	350.4	259.242	350.4	382.385	350.4	493.355	350.4	669.664	350.4	702.916	350.4	717.268	350.4	733.068	350.4	756.07	350.4	796.6
350.5	114.805	350.5	151.143	350.5	201.957	350.5	259.242	350.5	382.373	350.5	493.326	350.5	669.645	350.5	702.906	350.5	717.246	350.5	733.049	350.5	756.051	350.5	796.57
350.6	114.805	350.6	151.129	350.6	201.967	350.6	259.242	350.6	382.383	350.6	493.326	350.6	669.654	350.6	702.904	350.6	717.246	350.6	733.039	350.6	756.029	350.6	796.559
350.7	114.785	350.7	151.119	350.7	201.945	350.7	259.234	350.7	382.354	350.7	493.307	350.7	669.635	350.7	702.885	350.7	717.227	350.7	733.008	350.7	756	350.7	796.52
350.8	114.785	350.8	151.119	350.8	201.936	350.8	259.225	350.8	382.344	350.8	493.297	350.8	669.615	350.8	702.865	350.8	717.207	350.8	732.988	350.8	755.99	350.8	796.5
350.9	114.785	350.9	151.109	350.9	201.936	350.9	259.215	350.9	382.344	350.9	493.287	350.9	669.604	350.9	702.846	350.9	717.188	350.9	732.969	350.9	755.98	350.9	796.479
351	114.775	351	151.09	351	201.916	351	259.193	351	382.324	351	493.268	351	669.584	351	702.826	351	717.168	351	732.949	351	755.932	351	796.439
351.1	114.775	351.1	151.08	351.1	201.906	351.1	259.184	351.1	382.314	351.1	493.256	351.1	669.574	351.1	702.814	351.1	717.156	351.1	732.93	351.1	755.92	351.1	796.41
351.2	114.744	351.2	151.068	351.2	201.895	351.2	259.172	351.2	382.303	351.2	493.234	351.2	669.553	351.2	702.793	351.2	717.115	351.2	732.887	351.2	755.869	351.2	796.379
351.3	114.734	351.3	151.059	351.3	201.865	351.3	259.143	351.3	382.271	351.3	493.215	351.3	669.523	351.3	702.773	351.3	717.096	351.3	732.857	351.3	755.85	351.3	796.338
351.4	114.723	351.4	151.049	351.4	201.855	351.4	259.133	351.4	382.252	351.4	493.205	351.4	669.514	351.4	702.754	351.4	717.086	351.4	732.848	351.4	755.818	351.4	796.318
351.5	114.713	351.5	151.029	351.5	201.836	351.5	259.113	351.5	382.242	351.5	493.186	351.5	669.494	351.5	702.734	351.5	717.047	351.5	732.828	351.5	755.789	351.5	796.289
351.6	114.693	351.6	151.029	351.6	201.807	351.6	259.094	351.6	382.223	351.6	493.166	351.6	669.475	351.6	702.715	351.6	717.025	351.6	732.787	351.6	755.76	351.6	796.248
351.7	114.693	351.7	151.01	351.7	201.807	351.7	259.084	351.7	382.203	351.7	493.156	351.7	669.465	351.7	702.693	351.7	717.016	351.7	732.768	351.7	755.73	351.7	796.219
351.8	114.693	351.8	151	351.8	201.797	351.8	259.082	351.8	382.193	351.8	493.146	351.8	669.443	351.8	702.674	351.8	717.006	351.8	732.758	351.8	755.709	351.8	796.189
351.9	114.684	351.9	151	351.9	201.775	351.9	259.072	351.9	382.184	351.9	493.135	351.9	669.443	351.9	702.664	351.9	716.986	351.9	732.738	351.9	755.689	351.9	796.168
352	114.664	352	150.98	352	201.756	352	259.053	352	382.164	352	493.115	352	669.424	352	702.645	352	716.957	352	732.707	352	755.65	352	796.129
352.1	114.664	352.1	150.98	352.1	201.746	352.1	259.043	352.1	382.143	352.1	493.105	352.1	669.414	352.1	702.635	352.1	716.947	352.1	732.688	352.1	755.621	352.1	796.109
352.2	114.674	352.2	150.98	352.2	201.756	352.2	259.043	352.2	382.141	352.2	493.105	352.2	669.414	352.2	702.635	352.2	716.945	352.2	732.678	352.2	755.609	352.2	796.088
352.3	114.654	352.3	150.971	352.3	201.736	352.3	259.014	352.3	382.133	352.3	493.086	352.3	669.395	352.3	702.615	352.3	716.916	352.3	732.658	352.3	755.59	352.3	796.059
352.4	114.654	352.4	150.961	352.4	201.727	352.4	259.014	352.4	382.123	352.4	493.076	352.4	669.385	352.4	702.584	352.4	716.916	352.4	732.639	352.4	755.57	352.4	796.049
352.5	114.635	352.5	150.941	352.5	201.707	352.5	258.982	352.5	382.104	352.5	493.047	352.5	669.354	352.5	702.564	352.5	716.877	352.5	732.607	352.5	755.541	352.5	796.01
352.6	114.635	352.6	150.93	352.6	201.697	352.6	258.973	352.6	382.094	352.6	493.037	352.6	669.344	352.6	702.545	352.6	716.867	352.6	732.607	352.6	755.51	352.6	795.99
352.7	114.625	352.7	150.93	352.7	201.686	352.7	258.963	352.7	382.072	352.7	493.016	352.7	669.354	352.7	702.535	352.7	716.848	352.7	732.588	352.7	755.49	352.7	795.969
352.8	114.625	352.8	150.91	352.8	201.676	352.8	258.953	352.8	382.063	352.8	493.006	352.8	669.344	352.8	702.525	352.8	716.836	352.8	732.578	352.8	755.471	352.8	795.939
352.9	114.615	352.9	150.9	352.9	201.666	352.9	258.943	352.9	382.053	352.9	492.996	352.9	669.324	352.9	702.504	352.9	716.816	352.9	732.568	352.9	755.439	352.9	795.92
353	114.596	353	150.891	353	201.646	353	258.924	353	382.031	353	492.977	353	669.305	353	702.475	353	716.797	353	732.549	353	755.41	353	795.889
353.1	114.596	353.1	150.891	353.1	201.637	353.1	258.924	353.1	382.021	353.1	492.967	353.1	669.285	353.1	702.465	353.1	716.787	353.1	732.518	353.1	755.391	353.1	795.869
353.2	114.586	353.2	150.871	353.2	201.607	353.2	258.904	353.2	382.002	353.2	492.947	353.2	669.273	353.2	702.445	353.2	716.768	353.2	732.488	353.2	755.361	353.2	795.84
353.3	114.586	353.3	150.871	353.3	201.607	353.3	258.893	353.3	382.002	353.3	492.938	353.3	669.264	353.3	702.426	353.3	716.748	353.3	732.479	353.3	755.34	353.3	795.82
353.4	114.586	353.4	150.871	353.4	201.607	353.4	258.883	353.4	382.002	353.4	492.938	353.4	669.254	353.4	702.426	353.4	716.746	353.4	732.479	353.4	755.33	353.4	795.799
353.5	114.576	353.5	150.852	353.5	201.588	353.5	258.863	353.5	381.973	353.5	492.928	353.5	669.234	353.5	702.404	353.5	716.717	353.5	732.447	353.5	755.291	353.5	795.77
353.6	114.566	353.6	150.852	353.6	201.586	353.6	258.854	353.6	381.963	353.6	492.906	353.6	669.215	353.6	702.395	353.6	716.707	353.6	732.428	353.6	755.271	353.6	795.74
353.7	114.566	353.7	150.842	353.7	201.566	353.7	258.854	353.7	381.953	353.7	492.906	353.7	669.205	353.7	702.385	353.7	716.688	353.7	732.418	353.7	755.26	353.7	795.721
353.8	114.545	353.8	150.822	353.8	201.547	353.8	258.834	353.8	381.934	353.8	492.887	353.8	669.186	353.8	702.365	353.8	716.668	353.8	732.389	353.8	755.24	353.8	795.68
353.9	114.535	353.9	150.801	353.9	201.527	353.9	258.814	353.9	381.912	353.9	492.867	353.9	669.166	353.9	702.336	353.9	716.627	353.9	732.371	353.9	755.201	353.9	795.641
354	114.525	354	150.801	354	201.527	354	258.814	354	381.922	354	492.857	354	669.164	354	702.336	354	716.627	354	732.359	354	755.191	354	795.621
354.1	114.525	354.1	150.801	354.1	201.527	354.1	258.805	354.1	381.912	354.1	492.848	354.1	669.164	354.1	702.326	354.1	716.617	354.1	732.34	354.1	755.16	354.1	795.6
354.2	114.525	354.2	150.791	354.2	201.518	354.2	258.783	354.2	381.893	354.2	492.838	354.2	669.154	354.2	702.314	354.2	716.607	354.2	732.32	354.2	755.141	354.2	795.57
354.3	114.525	354.3	150.781	354.3	201.508	354.3	258.773	354.3	381.883	354.3	492.828	354.3	669.125	354.3	702.305	354.3	716.588	354.3	732.311	354.3	755.121	354.3	795.541
354.4	114.514	354.4	150.76	354.4	201.486	354.4	258.752	354.4	381.871	354.4	492.795	354.4	669.104	354.4	702.273	354.4	716.566	354.4	732.277	354.4	755.1	354.4	795.508
354.5	114.514	354.5	150.77	354.5	201.486	354.5	258.752	354.5	381.871	354.5	492.795	354.5	669.104	354.5	702.273	354.5	716.557	354.5	732.277	354.5	755.09	354.5	795.488
354.6	114.504	354.6	150.75	354.6	201.477	354.6	258.752	354.6	381.861	354.6	492.775	354.6	669.074	354.6	702.264	354.6	716.535	354.6	732.248	354.6	755.059	354.6	795.449
354.7	114.482	354.7	150.74	354.7	201.455	354.7	258.723	354.7	381.842	354.7	492.756	354.7	669.053	354.7	702.234	354.7	716.506	354.7	732.219	354.7	755.029	354.7	795.43
354.8	114.482	354.8	150.75	354.8	201.455	354.8	258.713	354.8	381.832	354.8	492.756	354.8	669.053	354.8	702.244	354.8	716.506	354.8	732.229	354.8	755.02	354.8	795.418
354.9	114.473	354.9	150.73	354.9	201.436	354.9	258.703	354.9	381.822	354.9	492.727	354.9	669.014	354.9	702.225	354.9	716.477	354.9	732.197	354.9	754.98	354.9	795.389
355	114.475	355	150.719	355	201.426	355	258.693	355	381.813	355	492.727	355	669.004	355	702.213	355	716.457	355	732.188	355	754.959	355	795.359
355.1	114.463	355.1	150.709	355.1	201.436	355.1	258.682	355.1	381.803	355.1	492.717	355.1	669.004	355.1	702.193	355.1	716.447	355.1	732.158	355.1	754.939	355.1	795.338
355.2	114.463	355.2	150.709	355.2	201.426	355.2	258.672	355.2	381.803	355.2	492.707	355.2	668.994	355.2	702.193	355.2	716.416	355.2	732.148	355.2	754.92	355.2	795.318
355.3	114.443	355.3	150.689	355.3	201.406	355.3	258.643	355.3	381.781	355.3	492.697	355.3	668.965	355.3	702.184	355.3	716.396	355.3	732.119	355.3	754.891	355.3	795.279
355.4	114.443	355.4	150.68	355.4	201.396	355.4	258.633	355.4	381.771	355.4	492.676	355.4	668.975	355.4	702.164	355.4	716.387	355.4	732.1	355.4	754.881	355.4	795.26
355.5	114.443	355.5	150.68	355.5	201.387	355.5	258.623	355.5	381.762	355.5	492.666	355.5	668.943	355.5	702.154	355.5	716.367	355.5	732.088	355.5	754.859	355.5	795.238
355.6	114.443	355.6	150.67	355.6	201.387	355.6	258.613	355.6	381.752	355.6	492.666	355.6	668.934	355.6	702.145	355.6	716.357	355.6	732.068	355.6	754.84	355.6	795.209
355.7	114.434	355.7	150.66	355.7	201.377	355.7	258.604	355.7	381.732	355.7	492.656	355.7	668.924	355.7	702.135	355.7	716.348	355.7	732.059	355.7	754.811	355.7	795.189
355.8	114.424	355.8	150.65	355.8	201.355	355.8	258.584	355.8	381.713	355.8	492.627	355.8	668.895	355.8	702.113	355.8	716.307	355.8	732.029	355.8	754.781	355.8	795.16
355.9	114.424	355.9	150.641	355.9	201.346	355.9	258.574	355.9	381.703	355.9	492.607	355.9	668.875	355.9	702.113	355.9	716.297	355.9	732.01	355.9	754.77	355.9	795.139
356	114.414	356	150.641	356	201.346	356	258.563	356	381.703	356	492.598	356	668.855	356	702.104	356	716.287	356	731.988	356	754.75	356	795.119
356.1	114.424	356.1	150.631	356.1	201.336	356.1	258.563	356.1	381.703	356.1	492.586	356.1	668.854	356.1	702.094	356.1	716.287	356.1	731.998	356.1	754.74	356.1	795.1
356.2	114.424	356.2	150.641	356.2	201.336	356.2	258.553	356.2	381.691	356.2	492.586	356.2	668.854	356.2	702.094	356.2	716.277	356.2	731.979	356.2	754.721	356.2	795.078
356.3	114.412	356.3	150.621	356.3	201.326	356.3	258.543	356.3	381.682	356.3	492.566	356.3	668.844	356.3	702.094	356.3	716.258	356.3	731.969	356.3	754.711	356.3	795.049
356.4	114.402	356.4	150.611	356.4	201.307	356.4	258.521	356.4	381.662	356.4	492.547	356.4	668.805	356.4	702.074	356.4	716.236	356.4	731.939	356.4	754.689	356.4	795.02
356.5	114.393	356.5	150.609	356.5	201.287	356.5	258.512	356.5	381.643	356.5	492.537	356.5	668.795	356.5	702.055	356.5	716.207	356.5	731.928	356.5	754.66	356.5	794.99
356.6	114.383	356.6	150.609	356.6	201.277	356.6	258.502	356.6	381.643	356.6	492.527	356.6	668.785	356.6	702.045	356.6	716.197	356.6	731.908	356.6	754.65	356.6	794.969
356.7	114.393	356.7	150.58	356.7	201.268	356.7	258.492	356.7	381.623	356.7	492.518	356.7	668.775	356.7	702.043	356.7	716.178	356.7	731.898	356.7	754.631	356.7	794.939
356.8	114.383	356.8	150.59	356.8	201.268	356.8	258.482	356.8	381.613	356.8	492.506	356.8	668.754	356.8	702.023	356.8	716.158	356.8	731.879	356.8	754.611	356.8	794.92
356.9	114.383	356.9	150.58	356.9	201.256	356.9	258.473	356.9	381.604	356.9	492.496	356.9	668.734	356.9	702.014	356.9	716.146	356.9	731.869	356.9	754.59	356.9	794.898
357	114.373	357	150.57	357	201.246	357	258.473	357	381.584	357	492.477	357	668.725	357	701.994	357	716.127	357	731.85	357	754.57	357	794.869
357.1	114.373	357.1	150.57	357.1	201.227	357.1	258.451	357.1	381.572	357.1	492.477	357.1	668.715	357.1	701.984	357.1	716.107	357.1	731.828	357.1	754.561	357.1	794.85
357.2	114.373	357.2	150.561	357.2	201.217	357.2	258.441	357.2	381.563	357.2	492.457	357.2	668.705	357.2	701.975	357.2	716.098	357.2	731.818	357.2	754.541	357.2	794.83
357.3	114.354	357.3	150.551	357.3	201.188	357.3	258.422	357.3	381.543	357.3	492.428	357.3	668.676	357.3	701.943	357.3	716.068	357.3	731.809	357.3	754.52	357.3	794.799
357.4	114.363	357.4	150.551	357.4	201.207	357.4	258.432	357.4	381.543	357.4	492.428	357.4	668.674	357.4	701.943	357.4	716.066	357.4	731.799	357.4	754.51	357.4	794.789
357.5	114.373	357.5	150.531	357.5	201.197	357.5	258.422	357.5	381.533	357.5	492.416	357.5	668.664	357.5	701.943	357.5	716.057	357.5	731.779	357.5	754.49	357.5	794.77
357.6	114.344	357.6	150.521	357.6	201.178	357.6	258.402	357.6	381.514	357.6	492.396	357.6	668.645	357.6	701.914	357.6	716.037	357.6	731.758	357.6	754.471	357.6	794.74
357.7	114.344	357.7	150.51	357.7	201.178	357.7	258.393	357.7	381.504	357.7	492.387	357.7	668.625	357.7	701.895	357.7	716.018	357.7	731.738	357.7	754.439	357.7	794.719
357.8	114.344	357.8	150.5	357.8	201.168	357.8	258.363	357.8	381.494	357.8	492.367	357.8	668.604	357.8	701.885	357.8	716.008	357.8	731.719	357.8	754.43	357.8	794.699
357.9	114.334	357.9	150.5	357.9	201.158	357.9	258.363	357.9	381.494	357.9	492.367	357.9	668.605	357.9	701.863	357.9	715.998	357.9	731.699	357.9	754.41	357.9	794.658
358	114.334	358	150.49	358	201.158	358	258.342	358	381.484	358	492.357	358	668.574	358	701.854	358	715.979	358	731.689	358	754.391	358	794.65
358.1	114.313	358.1	150.479	358.1	201.146	358.1	258.32	358.1	381.461	358.1	492.336	358.1	668.551	358.1	701.832	358.1	715.955	358.1	731.656	358.1	754.369	358.1	794.617
358.2	114.313	358.2	150.469	358.2	201.135	358.2	258.311	358.2	381.451	358.2	492.326	358.2	668.541	358.2	701.813	358.2	715.936	358.2	731.637	358.2	754.35	358.2	794.596
358.3	114.303	358.3	150.469	358.3	201.135	358.3	258.301	358.3	381.451	358.3	492.314	358.3	668.531	358.3	701.803	358.3	715.916	358.3	731.617	358.3	754.328	358.3	794.566
358.4	114.313	358.4	150.469	358.4	201.135	358.4	258.301	358.4	381.451	358.4	492.314	358.4	668.531	358.4	701.803	358.4	715.916	358.4	731.617	358.4	754.328	358.4	794.557
358.5	114.283	358.5	150.459	358.5	201.105	358.5	258.271	358.5	381.432	358.5	492.285	358.5	668.512	358.5	701.773	358.5	715.875	358.5	731.588	358.5	754.299	358.5	794.516
358.6	114.283	358.6	150.449	358.6	201.096	358.6	258.271	358.6	381.422	358.6	492.275	358.6	668.502	358.6	701.764	358.6	715.875	358.6	731.566	358.6	754.27	358.6	794.508
358.7	114.271	358.7	150.449	358.7	201.086	358.7	258.26	358.7	381.412	358.7	492.256	358.7	668.492	358.7	701.742	358.7	715.855	358.7	731.547	358.7	754.238	358.7	794.488
358.8	114.271	358.8	150.439	358.8	201.076	358.8	258.25	358.8	381.391	358.8	492.246	358.8	668.473	358.8	701.732	358.8	715.846	358.8	731.527	358.8	754.219	358.8	794.457
358.9	114.271	358.9	150.439	358.9	201.066	358.9	258.24	358.9	381.381	358.9	492.236	358.9	668.451	358.9	701.713	358.9	715.826	358.9	731.508	358.9	754.209	358.9	794.438
359	114.271	359	150.439	359	201.076	359	258.221	359	381.391	359	492.234	359	668.451	359	701.693	359	715.826	359	731.506	359	754.189	359	794.428
359.1	114.262	359.1	150.428	359.1	201.066	359.1	258.221	359.1	381.369	359.1	492.225	359.1	668.441	359.1	701.672	359.1	715.816	359.1	731.486	359.1	754.178	359.1	794.408
359.2	114.262	359.2	150.438	359.2	201.066	359.2	258.201	359.2	381.369	359.2	492.215	359.2	668.432	359.2	701.662	359.2	715.795	359.2	731.467	359.2	754.158	359.2	794.387
359.3	114.252	359.3	150.438	359.3	201.057	359.3	258.201	359.3	381.35	359.3	492.205	359.3	668.412	359.3	701.643	359.3	715.775	359.3	731.447	359.3	754.129	359.3	794.367
359.4	114.252	359.4	150.428	359.4	201.057	359.4	258.182	359.4	381.34	359.4	492.186	359.4	668.402	359.4	701.623	359.4	715.766	359.4	731.428	359.4	754.109	359.4	794.348
359.5	114.242	359.5	150.428	359.5	201.045	359.5	258.17	359.5	381.33	359.5	492.186	359.5	668.4	359.5	701.613	359.5	715.756	359.5	731.406	359.5	754.078	359.5	794.328
359.6	114.232	359.6	150.418	359.6	201.023	359.6	258.17	359.6	381.32	359.6	492.166	359.6	668.4	359.6	701.604	359.6	715.736	359.6	731.387	359.6	754.049	359.6	794.307
359.7	114.223	359.7	150.418	359.7	201.023	359.7	258.16	359.7	381.299	359.7	492.146	359.7	668.371	359.7	701.582	359.7	715.727	359.7	731.367	359.7	754.029	359.7	794.287
359.8	114.223	359.8	150.418	359.8	201.004	359.8	258.15	359.8	381.289	359.8	492.135	359.8	668.361	359.8	701.563	359.8	715.705	359.8	731.357	359.8	754.02	359.8	794.256
359.9	114.213	359.9	150.398	359.9	200.994	359.9	258.131	359.9	381.27	359.9	492.115	359.9	668.342	359.9	701.543	359.9	715.676	359.9	731.318	359.9	753.988	359.9	794.238
360	114.203	360	150.389	360	200.984	360	258.121	360	381.26	360	492.105	360	668.322	360	701.533	360	715.676	360	731.307	360	753.959	360	794.219
360.1	114.203	360.1	150.389	360.1	200.965	360.1	258.111	360.1	381.25	360.1	492.105	360.1	668.322	360.1	701.504	360.1	715.666	360.1	731.287	360.1	753.939	360.1	794.197
360.2	114.184	360.2	150.379	360.2	200.955	360.2	258.102	360.2	381.24	360.2	492.086	360.2	668.303	360.2	701.494	360.2	715.656	360.2	731.268	360.2	753.918	360.2	794.188
360.3	114.184	360.3	150.379	360.3	200.955	360.3	258.092	360.3	381.23	360.3	492.076	360.3	668.303	360.3	701.482	360.3	715.646	360.3	731.248	360.3	753.898	360.3	794.158
360.4	114.182	360.4	150.379	360.4	200.955	360.4	258.08	360.4	381.24	360.4	492.076	360.4	668.291	360.4	701.463	360.4	715.635	360.4	731.248	360.4	753.879	360.4	794.148
360.5	114.172	360.5	150.359	360.5	200.934	360.5	258.061	360.5	381.221	360.5	492.057	360.5	668.271	360.5	701.453	360.5	715.615	360.5	731.227	360.5	753.85	360.5	794.117
360.6	114.162	360.6	150.359	360.6	200.924	360.6	258.041	360.6	381.211	360.6	492.045	360.6	668.262	360.6	701.434	360.6	715.596	360.6	731.207	360.6	753.83	360.6	794.098
360.7	114.152	360.7	150.35	360.7	200.904	360.7	258.021	360.7	381.189	360.7	492.025	360.7	668.242	360.7	701.414	360.7	715.576	360.7	731.188	360.7	753.789	360.7	794.059
360.8	114.152	360.8	150.35	360.8	200.895	360.8	258.012	360.8	381.18	360.8	492.016	360.8	668.213	360.8	701.404	360.8	715.557	360.8	731.168	360.8	753.77	360.8	794.047
360.9	114.152	360.9	150.35	360.9	200.895	360.9	258.002	360.9	381.17	360.9	492.016	360.9	668.223	360.9	701.383	360.9	715.545	360.9	731.156	360.9	753.76	360.9	794.037
361	114.143	361	150.338	361	200.885	361	258.002	361	381.16	361	492.006	361	668.211	361	701.373	361	715.525	361	731.146	361	753.738	361	794.008
361.1	114.123	361.1	150.328	361.1	200.865	361.1	257.98	361.1	381.141	361.1	491.986	361.1	668.191	361.1	701.344	361.1	715.516	361.1	731.117	361.1	753.699	361.1	793.979
361.2	114.113	361.2	150.318	361.2	200.865	361.2	257.971	361.2	381.131	361.2	491.996	361.2	668.172	361.2	701.334	361.2	715.496	361.2	731.098	361.2	753.68	361.2	793.957
361.3	114.113	361.3	150.309	361.3	200.846	361.3	257.971	361.3	381.121	361.3	491.977	361.3	668.162	361.3	701.314	361.3	715.486	361.3	731.078	361.3	753.65	361.3	793.928
361.4	114.113	361.4	150.309	361.4	200.846	361.4	257.98	361.4	381.121	361.4	491.977	361.4	668.162	361.4	701.313	361.4	715.486	361.4	731.078	361.4	753.648	361.4	793.908
361.5	114.123	361.5	150.309	361.5	200.846	361.5	257.971	361.5	381.131	361.5	491.975	361.5	668.152	361.5	701.313	361.5	715.484	361.5	731.076	361.5	753.629	361.5	793.896
361.6	114.113	361.6	150.299	361.6	200.834	361.6	257.971	361.6	381.119	361.6	491.965	361.6	668.131	361.6	701.303	361.6	715.465	361.6	731.066	361.6	753.609	361.6	793.877
361.7	114.104	361.7	150.299	361.7	200.834	361.7	257.951	361.7	381.109	361.7	491.955	361.7	668.121	361.7	701.283	361.7	715.445	361.7	731.047	361.7	753.58	361.7	793.848
361.8	114.084	361.8	150.279	361.8	200.814	361.8	257.932	361.8	381.09	361.8	491.936	361.8	668.102	361.8	701.254	361.8	715.426	361.8	731.018	361.8	753.559	361.8	793.809
361.9	114.094	361.9	150.27	361.9	200.814	361.9	257.932	361.9	381.09	361.9	491.936	361.9	668.102	361.9	701.254	361.9	715.416	361.9	731.008	361.9	753.549	361.9	793.797
362	114.082	362	150.27	362	200.805	362	257.932	362	381.08	362	491.926	362	668.082	362	701.244	362	715.404	362	730.998	362	753.539	362	793.768
362.1	114.072	362.1	150.26	362.1	200.785	362.1	257.92	362.1	381.07	362.1	491.916	362.1	668.072	362.1	701.234	362.1	715.395	362.1	730.977	362.1	753.52	362.1	793.748
362.2	114.063	362.2	150.238	362.2	200.785	362.2	257.891	362.2	381.051	362.2	491.887	362.2	668.053	362.2	701.203	362.2	715.365	362.2	730.947	362.2	753.479	362.2	793.707
362.3	114.043	362.3	150.238	362.3	200.775	362.3	257.891	362.3	381.041	362.3	491.875	362.3	668.043	362.3	701.193	362.3	715.346	362.3	730.928	362.3	753.447	362.3	793.678
362.4	114.043	362.4	150.238	362.4	200.766	362.4	257.881	362.4	381.031	362.4	491.865	362.4	668.021	362.4	701.174	362.4	715.326	362.4	730.908	362.4	753.428	362.4	793.658
362.5	114.033	362.5	150.219	362.5	200.756	362.5	257.861	362.5	381.02	362.5	491.844	362.5	668.012	362.5	701.154	362.5	715.314	362.5	730.896	362.5	753.408	362.5	793.648
362.6	114.033	362.6	150.219	362.6	200.744	362.6	257.861	362.6	381.02	362.6	491.846	362.6	668.002	362.6	701.133	362.6	715.295	362.6	730.875	362.6	753.398	362.6	793.617
362.7	114.023	362.7	150.209	362.7	200.734	362.7	257.861	362.7	381.01	362.7	491.836	362.7	667.992	362.7	701.123	362.7	715.285	362.7	730.855	362.7	753.377	362.7	793.598
